,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime
0,0.726,0.746,0.726,0.732,0.6329297119140624,0.4483664566755295,1.659
1,0.726,0.746,0.726,0.732,0.6329297119140624,0.4483664566755295,0.775
2,0.726,0.746,0.726,0.732,0.6329297119140624,0.4483664566755295,0.754
3,0.726,0.746,0.726,0.732,0.6329297119140624,0.4483664566755295,0.743
4,0.726,0.746,0.726,0.732,0.6329297119140624,0.4483664566755295,0.771
