,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime
0,0.685,0.776,0.685,0.707,0.6352416015625,0.4088948164701462,0.872
1,0.685,0.776,0.685,0.707,0.6352416015625,0.4088948164701462,0.838
2,0.685,0.776,0.685,0.707,0.6352416015625,0.4088948164701462,0.908
3,0.685,0.776,0.685,0.707,0.6352416015625,0.4088948164701462,0.904
4,0.685,0.776,0.685,0.707,0.6352416015625,0.4088948164701462,0.908
