,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime
0,0.977,0.977,0.977,0.977,0.13843857421875005,0.26136204662323,1.237
1,0.977,0.977,0.977,0.977,0.13843857421875005,0.26136204662323,0.507
2,0.977,0.977,0.977,0.977,0.13843857421875005,0.26136204662323,0.528
3,0.977,0.977,0.977,0.977,0.13843857421875005,0.26136204662323,0.489
4,0.977,0.977,0.977,0.977,0.13843857421875005,0.26136204662323,0.542
