,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime,auroc
31,0.917,0.922,0.917,0.917,0.13656484375,0.012807907176017761,1.538,0.899688612684106
32,0.918,0.923,0.918,0.918,0.13694697265625,0.014881948578357696,1.582,0.8938402678144428
33,0.913,0.92,0.913,0.913,0.14352275390625002,0.01560113890171051,1.572,0.898702018103763
34,0.911,0.918,0.911,0.911,0.14703886718750003,0.01842845718860626,1.586,0.8962837086009243
35,0.917,0.923,0.917,0.917,0.13742578125000005,0.0166836788892746,1.701,0.900551562848997
36,0.918,0.924,0.918,0.918,0.13597275390624997,0.015197428685426713,1.572,0.9000616847665079
37,0.916,0.921,0.916,0.916,0.13861445312499998,0.01633818066716194,1.580,0.900348305260969
38,0.914,0.919,0.914,0.914,0.13966123046875,0.013517742383480072,1.597,0.9071484921408353
39,0.914,0.921,0.914,0.914,0.14197802734374998,0.017628559982776643,1.501,0.8994706161628061
40,0.916,0.921,0.916,0.916,0.1398208984375,0.016109071281552315,1.589,0.8965296839259721
41,0.917,0.922,0.917,0.916,0.13657714843750002,0.015677640175819397,1.571,0.904114121861995
42,0.911,0.917,0.911,0.911,0.14553720703124995,0.016196946939826012,1.598,0.8973015486953152
43,0.914,0.921,0.914,0.915,0.14292187499999998,0.017406603920459746,1.641,0.8886563683044293
44,0.917,0.922,0.917,0.916,0.13821425781249996,0.016205870032310485,1.591,0.8970598777360393
45,0.918,0.924,0.918,0.918,0.13666445312499997,0.01484822025001049,1.608,0.9001652585153304
46,0.912,0.92,0.912,0.912,0.14414248046875,0.015348197758197785,1.771,0.8989616332189471
47,0.91,0.917,0.91,0.91,0.14744082031250005,0.017542654967308044,1.615,0.8966584597525984
48,0.915,0.923,0.915,0.915,0.14291142578125005,0.01980014155507088,1.607,0.8848677255194188
49,0.913,0.919,0.913,0.913,0.14301621093750005,0.016970556375384332,1.578,0.8982299545226085
50,0.915,0.921,0.915,0.915,0.14011904296875,0.014411104881763458,1.571,0.8970783785789682
51,0.916,0.921,0.916,0.916,0.13853867187500002,0.014672747933864593,1.592,0.8968798086920359
52,0.913,0.92,0.913,0.913,0.14142568359374996,0.014546044155955314,1.581,0.899708522481038
53,0.913,0.919,0.913,0.913,0.14356337890625004,0.015102389335632325,1.684,0.9020070817486673
54,0.913,0.919,0.913,0.913,0.14361445312499999,0.01737269252240658,1.731,0.8956843046165855
55,0.916,0.92,0.916,0.916,0.13970566406249996,0.015643640640377997,1.640,0.8996933745348874
