,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime,auroc
39,0.814,0.816,0.814,0.814,0.45238095703125003,0.38756861209869387,1.538,0.9658762323260681
40,0.818,0.82,0.818,0.818,0.45205029296875,0.3920442473888397,1.562,0.9664694227148353
41,0.819,0.82,0.819,0.819,0.44923876953124997,0.39006398854255675,1.535,0.9662521649392855
42,0.814,0.816,0.814,0.814,0.45363110351562497,0.3902394145488739,1.635,0.966891848045905
43,0.808,0.81,0.808,0.808,0.4562336181640625,0.3837588506937027,1.507,0.9644613184109746
44,0.813,0.816,0.813,0.813,0.45746779785156255,0.38976555948257446,1.443,0.9641278666615418
45,0.814,0.816,0.814,0.814,0.45531477050781255,0.3906951965332031,1.662,0.9665330946774393
46,0.815,0.817,0.815,0.815,0.454341259765625,0.3906468247890472,1.421,0.9662080101926067
47,0.814,0.817,0.814,0.815,0.4534422607421875,0.38980955481529234,1.542,0.9664024272500734
48,0.811,0.812,0.811,0.811,0.4557745361328125,0.3859607774734497,1.761,0.9648469934897894
49,0.817,0.819,0.817,0.817,0.4535948486328125,0.39109735832214354,1.741,0.9655371683615128
50,0.819,0.821,0.819,0.819,0.44971523437500005,0.39164373598098756,1.488,0.9665149921333469
51,0.81,0.811,0.81,0.81,0.45680305175781255,0.3869002918720245,1.779,0.9651776322338346
52,0.812,0.813,0.812,0.812,0.4525626708984375,0.3873341306209564,1.694,0.967045452692069
53,0.81,0.811,0.81,0.81,0.4583561279296875,0.38843431186676025,1.480,0.9658505323957804
54,0.814,0.815,0.814,0.814,0.45537883300781246,0.3909196296215057,1.733,0.9665719100870147
55,0.814,0.815,0.814,0.813,0.4544834228515625,0.38993458971977235,1.595,0.9669325591898652
56,0.817,0.82,0.817,0.817,0.4519324462890625,0.39046943950653074,1.648,0.9662728416225953
57,0.814,0.814,0.814,0.814,0.4518146728515625,0.38860919699668883,1.646,0.9671676618305316
58,0.812,0.814,0.812,0.812,0.45346357421875005,0.38520473470687866,1.476,0.9649102786749564
59,0.812,0.813,0.812,0.811,0.45578278808593753,0.38744630074501035,1.741,0.9653132320074993
60,0.814,0.817,0.814,0.814,0.45764548339843747,0.3915341520786285,1.387,0.9651071063700188
61,0.815,0.818,0.815,0.815,0.455412890625,0.3908613835811615,1.671,0.964941496365212
62,0.818,0.819,0.818,0.818,0.4499284912109375,0.3919498387336731,1.658,0.967333138304134
63,0.808,0.81,0.808,0.808,0.456886962890625,0.3835257342815399,1.526,0.9641078176774054
64,0.816,0.817,0.816,0.816,0.45372741699218755,0.390739954328537,1.446,0.9657680540947752
65,0.818,0.82,0.818,0.818,0.45202397460937505,0.39273110218048096,1.685,0.9670989182296246
66,0.818,0.82,0.818,0.818,0.45148867187499997,0.39190025968551634,1.995,0.9670430602314714
67,0.823,0.825,0.823,0.823,0.4470724853515625,0.396472047328949,1.835,0.9697594862527744
68,0.823,0.824,0.823,0.823,0.4472369140625,0.39557249245643616,1.574,0.9690820312407415
69,0.819,0.82,0.819,0.819,0.45397700195312496,0.3951220619678497,1.485,0.9669906787560603
70,0.814,0.817,0.814,0.814,0.45081848144531245,0.38631798887252805,1.505,0.9659530950933055
71,0.809,0.812,0.809,0.809,0.4556879150390625,0.38455290093421934,1.403,0.9647288249993403
72,0.812,0.813,0.812,0.811,0.4516156005859375,0.3848314702987671,1.392,0.9660471363504112
73,0.811,0.812,0.811,0.81,0.457531396484375,0.38801266918182375,1.595,0.9650104534785686
74,0.814,0.816,0.814,0.814,0.45241123046875,0.38946060633659363,1.503,0.966926981840993
75,0.811,0.813,0.811,0.811,0.45769301757812497,0.38914739246368407,1.450,0.9656815396544378
76,0.813,0.815,0.813,0.813,0.45687077636718754,0.38979916939735415,1.669,0.9654564227046649
77,0.817,0.819,0.817,0.817,0.45243232421875,0.39183368775844574,1.485,0.9665177667800758
78,0.812,0.813,0.812,0.812,0.45193308105468755,0.38714016380310057,1.676,0.9668771953063251
79,0.817,0.819,0.817,0.817,0.45361066894531255,0.39124502677917483,2.131,0.9655697727839971
80,0.812,0.813,0.812,0.811,0.4573171142578125,0.38799930100440977,1.699,0.9648637213129833
