,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime,auroc
51,0.974,0.975,0.974,0.974,0.09961674804687504,0.1854619218468666,0.487,0
52,0.971,0.971,0.971,0.971,0.10319003906250002,0.18576292568445205,0.490,0
53,0.971,0.972,0.971,0.971,0.10238510742187501,0.18624380184412004,0.485,0
54,0.971,0.971,0.971,0.971,0.10410976562499996,0.18398476172685624,0.499,0
55,0.971,0.971,0.971,0.971,0.105052587890625,0.185431795835495,0.489,0
56,0.971,0.972,0.971,0.971,0.10116708984375,0.18589227871894837,0.341,0
57,0.973,0.973,0.973,0.973,0.10054189453124995,0.18780743814706802,0.482,0
58,0.97,0.971,0.97,0.97,0.10359575195312498,0.18609386328458785,0.512,0
59,0.974,0.974,0.974,0.974,0.09799228515625003,0.18359052019119262,0.491,0
60,0.971,0.972,0.971,0.971,0.10371328125000001,0.18511976375579833,0.523,0
61,0.972,0.973,0.972,0.972,0.10019194335937498,0.18520797728300095,0.477,0
62,0.972,0.973,0.972,0.972,0.10056806640625005,0.18524752044677734,0.486,0
63,0.972,0.972,0.972,0.972,0.10318945312500005,0.18802102427482606,0.474,0
64,0.973,0.974,0.973,0.973,0.10099555664062498,0.18533898119926454,0.503,0
65,0.973,0.973,0.973,0.973,0.10339951171874995,0.1896004780769348,0.490,0
66,0.973,0.973,0.973,0.973,0.10087802734374995,0.18789494571685791,0.496,0
67,0.972,0.972,0.972,0.972,0.10097802734375005,0.1843728552699089,0.484,0
68,0.973,0.973,0.973,0.973,0.10277314453124997,0.18590148983001709,0.472,0
69,0.973,0.973,0.973,0.973,0.10134213867187503,0.1858735257744789,0.478,0
70,0.972,0.972,0.972,0.972,0.10143920898437497,0.18627648243904113,0.542,0
71,0.971,0.972,0.971,0.971,0.10213051757812497,0.18617285709381104,0.455,0
72,0.973,0.973,0.973,0.973,0.10274345703124999,0.1850197284221649,0.541,0
73,0.973,0.974,0.973,0.973,0.10112617187499995,0.18660494762659072,0.478,0
74,0.973,0.973,0.973,0.973,0.10067905273437505,0.18675109976530074,0.515,0
75,0.974,0.974,0.974,0.974,0.100930029296875,0.18593068903684615,0.487,0
76,0.973,0.973,0.973,0.973,0.10143002929687495,0.18643623900413514,0.489,0
77,0.971,0.972,0.971,0.971,0.10278608398437505,0.18620246295928955,0.502,0
78,0.971,0.971,0.971,0.971,0.10286162109374997,0.18686748561859132,0.345,0
79,0.972,0.972,0.972,0.972,0.10334755859375,0.18314926052093505,0.480,0
80,0.971,0.972,0.971,0.971,0.10435341796874997,0.18400645796060563,0.490,0
81,0.975,0.975,0.975,0.975,0.101958349609375,0.18632971143722535,0.492,0
82,0.973,0.973,0.973,0.973,0.10040742187499996,0.18640574202537535,0.335,0
83,0.971,0.972,0.971,0.971,0.10598964843750003,0.18462092424631119,0.428,0
84,0.973,0.973,0.973,0.973,0.10050185546875001,0.18620242400169373,0.490,0
85,0.974,0.975,0.974,0.974,0.10304868164062497,0.186288343000412,0.487,0
86,0.974,0.975,0.974,0.974,0.09981997070312498,0.18654503659009933,0.570,0
87,0.975,0.976,0.975,0.975,0.10137915039062495,0.18799617748260497,0.433,0
88,0.974,0.974,0.974,0.974,0.10408002929687499,0.18443376517295837,0.503,0
89,0.97,0.971,0.97,0.97,0.103401513671875,0.184375916659832,0.485,0
90,0.975,0.975,0.975,0.975,0.09950874023437495,0.18791352204084397,0.501,0
91,0.975,0.975,0.975,0.975,0.09940966796874995,0.1898416343331337,0.445,0
92,0.973,0.974,0.973,0.973,0.09987866210937502,0.18389996896982194,0.481,0
93,0.973,0.974,0.973,0.973,0.099974267578125,0.18351230392456055,0.494,0
94,0.973,0.974,0.973,0.973,0.10078061523437498,0.18643661160469055,0.515,0
95,0.972,0.972,0.972,0.972,0.10359248046875003,0.18728804823160172,0.636,0
96,0.972,0.972,0.972,0.972,0.09938920898437498,0.18607054982185364,0.550,0
97,0.971,0.972,0.971,0.971,0.10276821289062499,0.18764952713251115,0.496,0
98,0.973,0.974,0.973,0.973,0.10268022460937498,0.187145612680912,0.524,0
99,0.97,0.971,0.97,0.97,0.10096176757812503,0.18164439096450805,0.358,0
