,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime,auroc
42,0.972,0.972,0.972,0.972,0.10188393554687503,0.18580672022104264,0.633,0.9982391821350103
43,0.975,0.975,0.975,0.975,0.09742387695312504,0.1869661670923233,0.708,0.9984766913443502
44,0.973,0.973,0.973,0.973,0.10003413085937496,0.18570414431095122,0.773,0.9983514981759283
45,0.971,0.972,0.971,0.971,0.10301191406249999,0.18394539794921874,1.611,0.9981368819972468
46,0.97,0.971,0.97,0.97,0.10348183593750004,0.18352148805856705,0.679,0.9979210759020976
47,0.972,0.972,0.972,0.972,0.10304965820312495,0.18803159271478653,0.880,0.9981117523084245
48,0.969,0.97,0.969,0.969,0.10525561523437499,0.18364768295288086,1.544,0.9979444862328466
49,0.971,0.972,0.971,0.971,0.10590996093750005,0.18680932718515397,1.230,0.9980378881077187
50,0.969,0.969,0.969,0.969,0.10595278320312496,0.18510745941400528,1.172,0.9977882292548118
51,0.969,0.97,0.969,0.969,0.10557207031250004,0.1861428320169449,1.360,0.997899550455538
52,0.971,0.972,0.971,0.971,0.10441757812499997,0.18676754194498063,0.984,0.9980945311956699
53,0.972,0.973,0.972,0.972,0.10351289062500002,0.1869188751220703,0.735,0.9981905615760859
54,0.972,0.972,0.972,0.972,0.10294125976562496,0.1883924642562866,0.708,0.9982273496049148
55,0.972,0.972,0.972,0.972,0.10319204101562496,0.1866046943306923,0.884,0.9981192481841921
56,0.971,0.972,0.971,0.971,0.10104814453125,0.18366180801391602,0.616,0.9981558872436904
57,0.972,0.973,0.972,0.972,0.102678369140625,0.18703903274536132,0.778,0.9982939895354577
58,0.97,0.97,0.97,0.97,0.10479687500000001,0.1850768985748291,1.206,0.9979222732096608
59,0.973,0.974,0.973,0.973,0.10079296874999999,0.18552467002868653,0.842,0.9982529134956856
60,0.971,0.972,0.971,0.971,0.10329018554687497,0.18633603273630142,1.148,0.9981495347667082
61,0.973,0.973,0.973,0.973,0.10160180664062501,0.18595156074762345,1.258,0.9983345133352136
62,0.97,0.97,0.97,0.97,0.10492988281250004,0.18439012050628661,1.236,0.9978890235952956
63,0.974,0.974,0.974,0.974,0.10260991210937498,0.18790354137420653,1.484,0.9981892401478609
64,0.972,0.972,0.972,0.972,0.10171118164062498,0.18281751495599746,1.272,0.9981180432230351
65,0.97,0.971,0.97,0.97,0.10477519531250001,0.18539231033325196,1.221,0.9979480818767594
66,0.971,0.972,0.971,0.971,0.10154609375000001,0.18434543154239655,0.883,0.9980891000575582
67,0.97,0.97,0.97,0.97,0.10726245117187505,0.18534681335687636,0.902,0.9978414166168144
68,0.971,0.971,0.971,0.971,0.10222392578124995,0.1849193247437477,1.324,0.998089539672838
69,0.971,0.971,0.971,0.971,0.10613906250000005,0.18609533067941667,1.146,0.9977955216853784
70,0.97,0.971,0.97,0.97,0.10534765624999998,0.185591526055336,1.223,0.9980748165522833
71,0.97,0.971,0.97,0.97,0.10499526367187495,0.18440725446939468,1.038,0.9979455526491849
72,0.972,0.973,0.972,0.972,0.09898891601562498,0.18687654592990877,1.201,0.9984920596957689
73,0.97,0.97,0.97,0.97,0.1057447265625,0.18726918836832046,0.900,0.9980451997540352
74,0.971,0.972,0.971,0.971,0.10353144531250003,0.18416927343606948,0.737,0.9979621505739698
75,0.971,0.972,0.971,0.971,0.10455087890625003,0.18412197799682617,1.365,0.9979594012766038
76,0.974,0.974,0.974,0.974,0.09895190429687495,0.18649016935825347,1.205,0.9983320862253265
77,0.973,0.973,0.973,0.973,0.10221699218750002,0.18712936058044433,0.658,0.9982335440026743
78,0.97,0.971,0.97,0.97,0.10312490234375005,0.1834547007203102,0.768,0.9978833535003104
79,0.973,0.973,0.973,0.973,0.09819331054687497,0.18610463329553603,0.815,0.9984173817916547
80,0.97,0.971,0.97,0.97,0.10322299804687496,0.18581916099786758,1.198,0.9981651539186804
81,0.97,0.97,0.97,0.97,0.104772607421875,0.18391353756189346,1.293,0.9979208678774688
82,0.974,0.974,0.974,0.974,0.10145063476562499,0.1885772089600563,1.047,0.9983035993646519
83,0.972,0.973,0.972,0.972,0.100274560546875,0.18558819770812987,0.615,0.9982914167124161
84,0.973,0.973,0.973,0.973,0.09921416015624995,0.18619512010812758,0.875,0.9982575835365475
85,0.97,0.971,0.97,0.97,0.10382636718750005,0.18715241667032242,0.913,0.9980814196392334
86,0.969,0.969,0.969,0.969,0.10328974609374997,0.18260194532871246,0.828,0.9978466014661349
