,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime,auroc
0,0.986,0.987,0.986,0.986,0.07791870117187505,0.19754360961914064,6.135,0
1,0.984,0.984,0.984,0.984,0.07703649902343745,0.1990770923048258,5.856,0
2,0.985,0.985,0.985,0.985,0.08010803222656249,0.1989243682026863,7.543,0
3,0.984,0.984,0.984,0.984,0.0781710815429687,0.19699220009148122,7.257,0
4,0.984,0.985,0.984,0.984,0.07703405761718751,0.19535148628056048,4.938,0
