,epoch_no,train_loss,val_loss,train_acc,val_acc
0,1,9.711835384368896,7.77177578125,0.0987079326923077,0.098
1,2,4.986375980397575,2.3686489599609377,0.11643629807692307,0.2941
2,3,0.419162319917391,0.05830446472167969,0.7997462606837606,0.9673
3,4,0.06004602047336152,0.03934587646484375,0.9729400373931624,0.9821
4,5,0.04955832594926031,0.03584589630126953,0.9814035790598291,0.9842
5,6,0.0437371211970209,0.03193970397949219,0.9849425747863247,0.9863
6,7,0.03917035575494425,0.029288489379882814,0.9873798076923077,0.9879
7,8,0.035905629499918885,0.02678071533203125,0.9892327724358975,0.9895
8,9,0.03263762517251138,0.026051353454589844,0.9909021100427351,0.9893
9,10,0.029956781301392704,0.02412113494873047,0.9921207264957265,0.9884
10,11,0.02770982786981214,0.023099649353027343,0.9925714476495726,0.9907
11,12,0.025600750998267505,0.02029294494628906,0.9934728899572649,0.9905
12,13,0.023962454472342107,0.019906318969726562,0.9942240918803419,0.9906
13,14,0.022995896374759,0.018496991882324218,0.9947415865384616,0.9913
14,15,0.021784315466817118,0.022427749633789067,0.9948918269230769,0.9917
15,16,0.02109205108295139,0.01864043655395508,0.9947582799145299,0.9912
16,17,0.020339374627488162,0.01759109161376953,0.9954760950854701,0.9912
17,18,0.02004189379553064,0.017733944549560548,0.9960436698717948,0.9912
18,19,0.019620767627389003,0.0173047607421875,0.9958600427350427,0.9913
19,20,0.019234682825338256,0.0177903173828125,0.9961104433760684,0.9917
20,21,0.018592988174711157,0.019234619903564454,0.9963441506410257,0.9923
21,22,0.01834397229294364,0.017980488128662108,0.9961772168803419,0.9916
22,23,0.01767472929965991,0.016265318603515627,0.9964943910256411,0.9925
23,24,0.017336980017841373,0.015790998992919924,0.9966613247863247,0.9924
24,25,0.01692232366006535,0.01572103012084961,0.996895032051282,0.9921
25,26,0.015290403364496863,0.015412931060791016,0.9978131677350427,0.9926
26,27,0.01440564119336633,0.014284764251708985,0.9977630876068376,0.9928
27,28,0.014163935274427008,0.013537930297851563,0.9978298611111112,0.9929
28,29,0.013760785106569529,0.013530524597167968,0.9980802617521367,0.9927
29,30,0.013661457709251689,0.013578983764648438,0.9979133279914529,0.9926
30,31,0.01347292161697888,0.013993492736816406,0.9979801014957265,0.9924
31,32,0.013358021891301768,0.013708005981445313,0.9981637286324786,0.9927
32,33,0.01307251761890311,0.014050252227783203,0.9982138087606838,0.9925
33,34,0.012960147872790057,0.013875763702392577,0.998046875,0.993
34,35,0.012678549519509204,0.01316829055786133,0.9982305021367521,0.9928
35,36,0.012722898187099868,0.013174850006103515,0.9982972756410257,0.9928
36,37,0.012519494936857214,0.013761402282714844,0.998046875,0.9925
37,38,0.01244225800753786,0.013274696044921874,0.9982805822649573,0.9927
38,39,0.012270405721396972,0.013016525268554688,0.9983473557692307,0.9927
39,40,0.012305553252291348,0.01329770767211914,0.998313969017094,0.9929
40,41,0.012243602657690644,0.013194943237304689,0.9982972756410257,0.9929
41,42,0.012163473820536692,0.01417345916748047,0.9983640491452992,0.9929
42,43,0.01211097160091576,0.013171021423339844,0.9983807425213675,0.9926
43,44,0.011906260051406346,0.012863910675048829,0.9984809027777778,0.9928
44,45,0.011652855964727763,0.012870373992919923,0.9984809027777778,0.9927
45,46,0.011726438768335387,0.013168902130126954,0.9984141292735043,0.9927
46,47,0.01161700902450989,0.013038816986083985,0.9985476762820513,0.9927
47,48,0.011622792566553332,0.013024163665771485,0.9983807425213675,0.9929
48,49,0.011390557906662043,0.012758604125976562,0.9986812232905983,0.9929
49,50,0.011334171218192603,0.012852227325439454,0.998581063034188,0.9929
