,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime,auroc
0,0.972,0.973,0.972,0.972,0.05600000000000005,0.028,7.697,0.5
1,0.969,0.971,0.969,0.969,0.062000000000000055,0.031,6.854,0.5
2,0.964,0.967,0.964,0.965,0.07099999999999995,0.0355,7.909,0.5
3,0.964,0.967,0.964,0.965,0.07099999999999995,0.0355,9.086,0.5
4,0.968,0.971,0.968,0.968,0.06299999999999994,0.0315,7.642,0.5
