,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime
0,0.976,0.976,0.976,0.976,0.13833994140625006,0.26192487075328824,51.388
1,0.976,0.976,0.976,0.976,0.13833994140625006,0.26192487075328824,33.336
2,0.976,0.976,0.976,0.976,0.13833994140625006,0.26192487075328824,50.762
3,0.976,0.976,0.976,0.976,0.13833994140625006,0.26192487075328824,51.598
4,0.976,0.976,0.976,0.976,0.13833994140625006,0.26192487075328824,33.611
