,epoch_no,train_loss,val_loss,train_acc,val_acc
0,1,0.6088733301353455,0.6445239898681641,0.5644,0.545
1,2,0.7486759416770935,1.0314195627212523,0.57642,0.4414
2,3,0.7771953131675721,0.8252072401046753,0.58396,0.5541
3,4,0.8013904886245727,0.8304015785217285,0.57494,0.5774
4,5,0.8232920049858093,0.8444916794776917,0.56022,0.5225000000000001
5,6,0.8431418216323853,0.8530145071029663,0.5469200000000001,0.5523
6,7,0.8600892056465149,0.8602101322174073,0.5541,0.5256000000000001
7,8,0.8321807053184509,0.7955771319389343,0.6221800000000001,0.6735
8,9,0.8118363974952698,0.7864292016029358,0.6602,0.6913
9,10,0.8058616055488587,0.7826632710456848,0.66932,0.6873
10,11,0.8028059013557434,0.7893288551330566,0.6679,0.6896
11,12,0.7968315141868592,0.7834082845687866,0.6711,0.6896
12,13,0.7901966914939881,0.7739697882652282,0.67586,0.6888000000000001
13,14,0.7848399035453797,0.7709034268379211,0.67542,0.6997
14,15,0.7740422239875794,0.7591666974067688,0.6890000000000001,0.7126
15,16,0.7682291876792908,0.7575807804107666,0.69496,0.7175
16,17,0.7643731779479981,0.7575373405456542,0.69696,0.7130000000000001
17,18,0.7631675989341736,0.7558737348556519,0.69916,0.7174
18,19,0.7617145083618164,0.7563293518066406,0.7038000000000001,0.7186
19,20,0.7591695524215698,0.7526200408935547,0.7028000000000001,0.7200000000000001
20,21,0.7564831017303467,0.7525920343399047,0.7020200000000001,0.7192000000000001
21,22,0.7566598241996765,0.7519254781723023,0.7035800000000001,0.7191000000000001
22,23,0.754214725189209,0.7516840342521668,0.70118,0.7184
23,24,0.7573802731132507,0.7537111539840698,0.7055600000000001,0.7194
24,25,0.7550942840576171,0.7519590642929077,0.7037800000000001,0.7223
25,26,0.7552319003105163,0.7526805751800537,0.70238,0.7218
26,27,0.7570768447303772,0.7501726229667663,0.70408,0.7265
27,28,0.755347925567627,0.7509741917610169,0.7047000000000001,0.7214
28,29,0.7555590019607544,0.7511397410392762,0.70362,0.7217
29,30,0.755128089542389,0.7512938800811768,0.7038800000000001,0.7250000000000001
30,31,0.7553645428657532,0.7527990516662597,0.70206,0.7223
31,32,0.7546448322105408,0.7526808980941773,0.7041200000000001,0.7211000000000001
32,33,0.7507977159309387,0.7501968811035157,0.70496,0.7211000000000001
33,34,0.7516258485603332,0.7539199917793274,0.70572,0.7192000000000001
34,35,0.7538740664672852,0.7493326052665711,0.70598,0.7236
35,36,0.7539088949203491,0.7525883759498596,0.7064800000000001,0.7204
36,37,0.7546285445404053,0.7528057197570801,0.70528,0.7234
37,38,0.7572215342903137,0.7525636492729187,0.7031400000000001,0.7216
38,39,0.7551780635643005,0.750895301246643,0.70486,0.7209
39,40,0.7543307942771912,0.7513915276527405,0.7036,0.7220000000000001
40,41,0.7524742623329163,0.7523476894378662,0.7067800000000001,0.7206
41,42,0.7563742088508606,0.7481668712615966,0.70518,0.7253000000000001
42,43,0.753941540222168,0.7522195276260376,0.70474,0.7225
43,44,0.7538973270225525,0.7516483684539795,0.7063,0.7216
44,45,0.7539462159538269,0.7513226951599121,0.7048800000000001,0.7207
45,46,0.7546620635414124,0.751370380783081,0.7060200000000001,0.7223
46,47,0.753403283443451,0.7507388934135437,0.7039200000000001,0.7229
47,48,0.7561125091171265,0.7519381153106689,0.7028200000000001,0.7250000000000001
48,49,0.7546224513816834,0.7501622176170349,0.7033600000000001,0.7216
49,50,0.7541137524986267,0.750044228553772,0.7057800000000001,0.7238
