,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime
0,0.685,0.776,0.685,0.707,0.6352416015625,0.4088948164701462,1.891
1,0.685,0.776,0.685,0.707,0.6352416015625,0.4088948164701462,2.437
2,0.685,0.776,0.685,0.707,0.6352416015625,0.4088948164701462,2.299
3,0.685,0.776,0.685,0.707,0.6352416015625,0.4088948164701462,2.309
4,0.685,0.776,0.685,0.707,0.6352416015625,0.4088948164701462,2.165
