,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime
0,0.977,0.977,0.977,0.977,0.13843857421875005,0.26136204662323,0.216
1,0.977,0.977,0.977,0.977,0.13843857421875005,0.26136204662323,0.199
2,0.977,0.977,0.977,0.977,0.13843857421875005,0.26136204662323,0.206
3,0.977,0.977,0.977,0.977,0.13843857421875005,0.26136204662323,0.230
4,0.977,0.977,0.977,0.977,0.13843857421875005,0.26136204662323,0.345
